ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2005-Feb,5,Vibhuti Nath Singh,7768,7.20%,Independent,Sahebpur Kamal,145,7.20
2005-Feb,6,Krishna Nand Rai,6274,5.80%,Independent,Sahebpur Kamal,145,5.80
2005-Feb,7,Jailal Prasad Singh Kushwaha,5406,5.00%,Independent,Sahebpur Kamal,145,5.00
2005-Feb,8,Sudarshan Chandra Pal,5298,4.90%,Independent,Sahebpur Kamal,145,4.90
2005-Feb,9,Shyam Kumar Singh,4638,4.30%,Independent,Sahebpur Kamal,145,4.30
2005-Feb,10,Ghanshyam Singh,2637,2.40%,Independent,Sahebpur Kamal,145,2.40
2005-Feb,11,Daroga Prasad Singh,2514,2.30%,Independent,Sahebpur Kamal,145,2.30
2005-Feb,12,Md. Golam Rabbani,1960,1.80%,Independent,Sahebpur Kamal,145,1.80
2005-Feb,13,Md. Ziyauddin,1644,1.50%,Independent,Sahebpur Kamal,145,1.50
2005-Feb,14,Gulam Murjuza,1498,1.40%,Independent,Sahebpur Kamal,145,1.40
2005-Feb,15,Rajiv Nayan,1420,1.30%,Bahujan Samaj Party,Sahebpur Kamal,145,1.30
2005-Feb,16,Gopal Chandra Rai,1299,1.20%,Independent,Sahebpur Kamal,145,1.20
2005-Feb,17,Muvarak Ali,1206,1.10%,Independent,Sahebpur Kamal,145,1.10
2005-Feb,18,Shiv Nandan Mandal,1174,1.10%,Independent,Sahebpur Kamal,145,1.10
2005-Feb,19,Phanilal Sah,1164,1.10%,Independent,Sahebpur Kamal,145,1.10
2005-Feb,20,Abdul Rahman,901,0.80%,Apna Dal,Sahebpur Kamal,145,0.80
2005-Feb,21,Asraful Haque Chaudhary,617,0.60%,Samajwadi Party,Sahebpur Kamal,145,0.60
2005-Feb,22,Rabi Prakash Paswan,514,0.50%,Shiv Sena,Sahebpur Kamal,145,0.50
2005-Feb,1,Mubaraque Hussain,21149,24.50%,Indian National Congress,Begusarai,146,24.50
2005-Feb,2,Sagir Ahmad,15729,18.20%,Nationalist Congress Party,Begusarai,146,18.20
2005-Feb,3,Vishwanath Singh,11670,13.50%,Janata Dal (United),Begusarai,146,13.50
2005-Feb,4,Sunil Kumar,5721,6.60%,Bahujan Samaj Party,Begusarai,146,6.60
2005-Feb,5,Nalini Mandal,4474,5.20%,All India Forward Bloc,Begusarai,146,5.20
2005-Feb,6,Gandhi Yadav,4270,4.90%,Independent,Begusarai,146,4.90
2005-Feb,7,Bhola Prasad Yadav,3135,3.60%,Independent,Begusarai,146,3.60
2005-Feb,8,Shrawan Sarraf,3035,3.50%,Independent,Begusarai,146,3.50
2005-Feb,9,Braj Lal Soren,2584,3.00%,Jharkhand Disom Party,Begusarai,146,3.00
2005-Feb,10,Veen Devi,1953,2.30%,Jharkhand Mukti Morcha,Begusarai,146,2.30
2005-Feb,11,Madan Mohan Nishad,1652,1.90%,Independent,Begusarai,146,1.90
2005-Feb,12,Md. Sagir Alam,1469,1.70%,Independent,Begusarai,146,1.70
2005-Feb,13,Madhav Pd. Singh,1139,1.30%,Independent,Begusarai,146,1.30
2005-Feb,14,Hemant Kumar Mandal,1034,1.20%,Independent,Begusarai,146,1.20
2005-Feb,15,Devnarayan Singh,923,1.10%,Independent,Begusarai,146,1.10
2005-Feb,16,Rahana Parween,916,1.10%,Independent,Begusarai,146,1.10
2005-Feb,17,Yuvraj,915,1.10%,Samajwadi Janata Party (RASHTRIYA),Begusarai,146,1.10
2005-Feb,18,Jagdish Prasad Rajak,822,1.00%,Independent,Begusarai,146,1.00
2005-Feb,19,Angad Thakur,684,0.80%,Independent,Begusarai,146,0.80
2005-Feb,20,Sumati Devi,655,0.80%,Independent,Begusarai,146,0.80
2005-Feb,21,Dhaneswer Mandal,559,0.70%,Independent,Begusarai,146,0.70
2005-Feb,22,Sanjay Kumar Yadav,536,0.60%,Independent,Begusarai,146,0.60
2005-Feb,23,Sudhir Kumar Singh,498,0.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Begusarai,146,0.60
2005-Feb,24,Kameswer Prasad Singh,441,0.50%,Shiv Sena,Begusarai,146,0.50
2005-Feb,25,Radhe Shyam Yadav,424,0.50%,Independent,Begusarai,146,0.50
2005-Feb,1,Shobha Kant Mandal,28085,23.30%,Rashtriya Janata Dal,Bakhri (SC),147,23.30
2005-Feb,2,Ambika Prasad,25357,21.10%,Communist Party Of India,Bakhri (SC),147,21.10
2005-Feb,3,Yogendra Kumar Mandal,19483,16.20%,Bharatiya Janta Party,Bakhri (SC),147,16.20
2005-Feb,4,Aslam,15321,12.70%,Lok Jan Shakti Party,Bakhri (SC),147,12.70
2005-Feb,5,Dilip Kumar Sinha,11502,9.60%,Independent,Bakhri (SC),147,9.60
2005-Feb,6,Janardan Prasad Azad,4641,3.90%,Independent,Bakhri (SC),147,3.90
2005-Feb,7,Anju Devi,4613,3.80%,Independent,Bakhri (SC),147,3.80
2005-Feb,8,Harivansh Singh,4290,3.60%,Independent,Bakhri (SC),147,3.60
2005-Feb,9,Subodh Kumar Singh,3285,2.70%,Independent,Bakhri (SC),147,2.70
2005-Feb,10,Vasukinath Shukla,2025,1.70%,Bahujan Samaj Party,Bakhri (SC),147,1.70
2005-Feb,11,Pramila Devi,966,0.80%,Independent,Bakhri (SC),147,0.80
2005-Feb,12,Kaushar,836,0.70%,Independent,Bakhri (SC),147,0.70
2005-Feb,1,Sadanand Singh,51152,38.30%,Indian National Congress,Alauli (SC),148,38.30
2005-Feb,2,Raj Kumar Singh,21591,16.20%,Janata Dal (United),Alauli (SC),148,16.20
2005-Feb,3,Ajay Kumar Mandal,14660,11.00%,Independent,Alauli (SC),148,11.00
2005-Feb,4,Baidehi Devi,14590,10.90%,Independent,Alauli (SC),148,10.90
2005-Feb,5,Sri Niwas Mandal,10620,8.00%,Communist Party Of India (MARXIST),Alauli (SC),148,8.00
2005-Feb,6,Lakshman Mandal,5365,4.00%,Bahujan Samaj Party,Alauli (SC),148,4.00
2005-Feb,7,Suresh Paswan,3743,2.80%,Independent,Alauli (SC),148,2.80
2005-Feb,8,Md. Rafique Alam,3436,2.60%,Independent,Alauli (SC),148,2.60
2005-Feb,9,Bebi Devi,3206,2.40%,Independent,Alauli (SC),148,2.40
2005-Feb,10,Mahesh Prashad Mandal,1548,1.20%,Independent,Alauli (SC),148,1.20
2005-Feb,11,Aasif Ansari,1435,1.10%,Independent,Alauli (SC),148,1.10
2005-Feb,12,Sabir Alam,1334,1.00%,Independent,Alauli (SC),148,1.00
2005-Feb,13,Ashok Ram,929,0.70%,Independent,Alauli (SC),148,0.70
2005-Feb,1,Sudha Srivastava,37784,31.60%,Janata Dal (United),Khagaria,149,31.60
2005-Feb,2,Prawej Khan,34472,28.90%,Rashtriya Janata Dal,Khagaria,149,28.90
2005-Feb,3,Parwej Jamal,21155,17.70%,Indian National Congress,Khagaria,149,17.70
2005-Feb,4,Dr. Deep Narayan Singh,11426,9.60%,Bahujan Samaj Party,Khagaria,149,9.60
2005-Feb,5,Chun Chun Pra. Yadav,4050,3.40%,Samajwadi Party,Khagaria,149,3.40
2005-Feb,6,Nagendra Narayan Sharma,3836,3.20%,Independent,Khagaria,149,3.20
2005-Feb,7,Vinay Kumar Gupta,2907,2.40%,Independent,Khagaria,149,2.40
2005-Feb,8,Sujata Sinha,1951,1.60%,Lok Jan Shakti Party,Khagaria,149,1.60
2005-Feb,9,Devendra Mandal,1886,1.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Khagaria,149,1.60
2005-Feb,1,Ashwani Kumar Chubey,53765,46.10%,Bharatiya Janta Party,Beldaur,150,46.10
2005-Feb,2,Ajeet Sharma,33555,28.80%,Indian National Congress,Beldaur,150,28.80
2005-Feb,3,Shambu Dayal Khetan,23522,20.20%,Rashtriya Janata Dal,Beldaur,150,20.20
2005-Feb,4,Pratap Sah,1869,1.60%,Bahujan Samaj Party,Beldaur,150,1.60
2005-Feb,5,Sharda Nandan Podar,1300,1.10%,Independent,Beldaur,150,1.10
2005-Feb,6,S. Asad Ekbal,670,0.60%,Samajwadi Party,Beldaur,150,0.60
2005-Feb,7,Shailendra Kumar Sharma,466,0.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Beldaur,150,0.40
2005-Feb,8,Rakesh Kumar Dube,433,0.40%,Independent,Beldaur,150,0.40
2005-Feb,9,Prabhakar Sharma,417,0.40%,Independent,Beldaur,150,0.40
2005-Feb,10,Nagarmal Bajoria Dhartipakar,369,0.30%,Akhil Bharat Hindu Mahasabha,Beldaur,150,0.30
2005-Feb,11,Uttam Kumar Rai,348,0.30%,Independent,Beldaur,150,0.30
2005-Feb,1,Amit Rana,54338,47.90%,Rashtriya Janata Dal,Parbatta,151,47.90
2005-Feb,2,Narendra Ku. Niraj,41206,36.30%,Janata Dal (United),Parbatta,151,36.30
2005-Feb,3,Anil Kumar Yadav,8157,7.20%,Lok Jan Shakti Party,Parbatta,151,7.20
2005-Feb,4,Suraj Kumar Yadav,2386,2.10%,Independent,Parbatta,151,2.10
2005-Feb,5,Subodh Sah,1749,1.50%,Rashtriya Lok Seva Morcha,Parbatta,151,1.50
2005-Feb,6,Vasuki Kumar Mandal,1459,1.30%,Bahujan Samaj Party,Parbatta,151,1.30
2005-Feb,7,Ramvilash Paswan,1047,0.90%,Independent,Parbatta,151,0.90
2005-Feb,8,Shashi Bhushan Yadav,1033,0.90%,Independent,Parbatta,151,0.90
2005-Feb,9,Vindeshwari Mandal,896,0.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Parbatta,151,0.80
2005-Feb,10,Gyaneshwar Pd Yadav,665,0.60%,Samajwadi Party,Parbatta,151,0.60
2005-Feb,11,Tej Bahadur Singh,632,0.60%,Independent,Parbatta,151,0.60
2005-Feb,1,Shalaish Kumar Alias Bulo Mandal,49115,47.50%,Rashtriya Janata Dal,Bihpur,152,47.50
2005-Feb,2,Ashok Kumar Sharma,23905,23.10%,Bharatiya Janta Party,Bihpur,152,23.10
2005-Feb,3,Shailesh Prasad Singh,17637,17.10%,Lok Jan Shakti Party,Bihpur,152,17.10
2005-Feb,4,Kanchan Singh,7834,7.60%,Bahujan Samaj Party,Bihpur,152,7.60
2005-Feb,5,Suresh Pandit,1217,1.20%,Independent,Bihpur,152,1.20
2005-Feb,6,Madhukar Yadav,1004,1.00%,Apna Dal,Bihpur,152,1.00
2005-Feb,7,Rajendra Mandal,814,0.80%,Independent,Bihpur,152,0.80
2005-Feb,8,Vijay Kumar,577,0.60%,Independent,Bihpur,152,0.60
2005-Feb,9,Ajay Ku. Das,512,0.50%,Independent,Bihpur,152,0.50
2005-Feb,10,Mahendra Singh,439,0.40%,Independent,Bihpur,152,0.40
2005-Feb,11,Bindeshwari Pd Singh,377,0.40%,Independent,Bihpur,152,0.40
2005-Feb,1,Sudhanshu Shekhar Bhaskar,50827,43.90%,Janata Dal (United),Gopalpur,153,43.90
2005-Feb,2,Ganesh Paswan,44507,38.40%,Rashtriya Janata Dal,Gopalpur,153,38.40
2005-Feb,3,Phanindra Choudhari,10196,8.80%,Independent,Gopalpur,153,8.80
2005-Feb,4,Umesh Choudhari,4147,3.60%,Samata Party,Gopalpur,153,3.60
2005-Feb,5,Devendra Das,2520,2.20%,Bahujan Samaj Party,Gopalpur,153,2.20
2005-Feb,6,Urmila Devi,2140,1.90%,Independent,Gopalpur,153,1.90
2005-Feb,7,Niwas Paswan,1504,1.30%,Independent,Gopalpur,153,1.30
2005-Feb,1,Surendra Prasad Singh,31428,28.80%,Rashtriya Janata Dal,Pirpainti (SC),154,28.80
2005-Feb,2,Veda Nand Singh,25109,23.00%,Janata Dal (United),Pirpainti (SC),154,23.00
2005-Feb,3,Aiysha Parvin,10387,9.50%,Independent,Pirpainti (SC),154,9.50
2005-Feb,4,Sunil Kumar Singh,5917,5.40%,Lok Jan Shakti Party,Pirpainti (SC),154,5.40
2005-Feb,5,Balmukund Mandal,5558,5.10%,Independent,Pirpainti (SC),154,5.10
2005-Feb,6,Ramkishore Ishwar,4033,3.70%,Nationalist Congress Party,Pirpainti (SC),154,3.70
2005-Feb,7,Devi Singh,3310,3.00%,Independent,Pirpainti (SC),154,3.00
2005-Feb,8,Hira Lal Mandal,3216,2.90%,Jharkhand Mukti Morcha,Pirpainti (SC),154,2.90
2005-Feb,9,Satyendra Pandey,3158,2.90%,Independent,Pirpainti (SC),154,2.90
2005-Feb,10,Asha Devi,2650,2.40%,Independent,Pirpainti (SC),154,2.40
2005-Feb,11,Dhirendra Prasad Yadav,2416,2.20%,Independent,Pirpainti (SC),154,2.20
2005-Feb,12,Pravin Kumar Jha,2016,1.80%,Independent,Pirpainti (SC),154,1.80
2005-Feb,13,Shamsher Alamu,1771,1.60%,Bahujan Samaj Party,Pirpainti (SC),154,1.60
2005-Feb,14,Kalanand Singh,1718,1.60%,Independent,Pirpainti (SC),154,1.60
2005-Feb,15,Anil Kumar Singh,1170,1.10%,Independent,Pirpainti (SC),154,1.10
2005-Feb,16,Vijay Kumar,1081,1.00%,Independent,Pirpainti (SC),154,1.00
2005-Feb,17,Shahjahan Khan,1077,1.00%,Akhand Jharkhand People's Front,Pirpainti (SC),154,1.00
2005-Feb,18,Mandeshwari Rao,1070,1.00%,Samata Party,Pirpainti (SC),154,1.00
2005-Feb,19,Hira Devi,913,0.80%,Independent,Pirpainti (SC),154,0.80
2005-Feb,20,Manoj Kumar Mishra,694,0.60%,Independent,Pirpainti (SC),154,0.60
2005-Feb,21,Pankaj Kumar,640,0.60%,Samajwadi Party,Pirpainti (SC),154,0.60
2005-Feb,1,Bhudeo Choudhary,47625,42.00%,Janata Dal (United),Kahalgaon,155,42.00
2005-Feb,2,Naresh Das,37834,33.40%,Communist Party Of India,Kahalgaon,155,33.40
2005-Feb,3,Jawahar Lal Paswan,5505,4.90%,Lok Jan Shakti Party,Kahalgaon,155,4.90
2005-Feb,4,Ram Rup Harijan,5398,4.80%,Independent,Kahalgaon,155,4.80
2005-Feb,5,Brahamdeo Rajak,5107,4.50%,Jharkhand Mukti Morcha,Kahalgaon,155,4.50
2005-Feb,6,Rajesh Kumar,3755,3.30%,Independent,Kahalgaon,155,3.30
2005-Feb,7,Sachida Nand Paswan,2604,2.30%,Independent,Kahalgaon,155,2.30
2005-Feb,8,Manik Das,1907,1.70%,Bahujan Samaj Party,Kahalgaon,155,1.70
2005-Feb,9,Bihari Lal Paswan,1449,1.30%,Independent,Kahalgaon,155,1.30
2005-Feb,10,Geeta Shankar,1340,1.20%,Independent,Kahalgaon,155,1.20
2005-Feb,11,Bhajnarayan Das,898,0.80%,Akhand Jharkhand People's Front,Kahalgaon,155,0.80
2005-Feb,1,Jawed Iqbal Ansari,30886,29.50%,Rashtriya Janata Dal,Bhagalpur,156,29.50
2005-Feb,2,Ram Narayan Mandal,28982,27.70%,Bharatiya Janta Party,Bhagalpur,156,27.70
2005-Feb,3,Rajendra Yadav,14658,14.00%,Bahujan Samaj Party,Bhagalpur,156,14.00
2005-Feb,4,Avinash Yadav,5812,5.60%,Lok Jan Shakti Party,Bhagalpur,156,5.60
2005-Feb,5,Ranvir Yadav,4649,4.40%,Samajwadi Party,Bhagalpur,156,4.40
2005-Feb,6,Ashok Kumar Singh,3959,3.80%,Jharkhand Mukti Morcha,Bhagalpur,156,3.80
2005-Feb,7,Manoj Singh,3059,2.90%,Independent,Bhagalpur,156,2.90
2005-Feb,8,Laxmi Devi,2629,2.50%,Independent,Bhagalpur,156,2.50
2005-Feb,9,Bindeshwari Yadav,2576,2.50%,Independent,Bhagalpur,156,2.50
2005-Feb,10,Ghanshyam Mandal,2059,2.00%,Independent,Bhagalpur,156,2.00
2005-Feb,11,Upendra Pd. Chau.,1663,1.60%,Independent,Bhagalpur,156,1.60
2005-Feb,12,Bharat Das,1207,1.20%,Independent,Bhagalpur,156,1.20
2005-Feb,13,Manoj Kumar Sharma,735,0.70%,Shiv Sena,Bhagalpur,156,0.70
2005-Feb,14,Kundan Kumar Rao,635,0.60%,Independent,Bhagalpur,156,0.60
2005-Feb,15,Ashok Kumar Khetan,607,0.60%,Independent,Bhagalpur,156,0.60
2005-Feb,16,Pramod Paswan,604,0.60%,Independent,Bhagalpur,156,0.60
2005-Feb,1,Ramdeo Yadav,25405,27.80%,Rashtriya Janata Dal,Sultanganj,157,27.80
2005-Feb,2,Janardan Manjhi,14900,16.30%,Janata Dal (United),Sultanganj,157,16.30
2005-Feb,3,Kamlakant Yadav,11619,12.70%,Bahujan Samaj Party,Sultanganj,157,12.70
2005-Feb,4,Vilakshan Ravidas,10701,11.70%,Independent,Sultanganj,157,11.70
2005-Feb,5,Sushil Kumar Yadav,6665,7.30%,Independent,Sultanganj,157,7.30
2005-Feb,6,Manoj Azad,4937,5.40%,Samata Party,Sultanganj,157,5.40
2005-Feb,7,Shailendra Kumar,3007,3.30%,Jharkhand Mukti Morcha,Sultanganj,157,3.30
2005-Feb,8,Sheela Singh,2751,3.00%,Lok Jan Shakti Party,Sultanganj,157,3.00
2005-Feb,9,Lakshmi Paswan,2270,2.50%,Independent,Sultanganj,157,2.50
2005-Feb,10,Chandra Moleshwar Singh Lalan,1772,1.90%,Independent,Sultanganj,157,1.90
2005-Feb,11,Amrendra Kumar Pandit,1322,1.40%,Lokpriya Samaj Party,Sultanganj,157,1.40
2005-Feb,12,Singheshwar Marandi,1231,1.30%,Akhand Jharkhand People's Front,Sultanganj,157,1.30
2005-Feb,13,Dinesh Kumar Singh,1058,1.20%,Independent,Sultanganj,157,1.20
2005-Feb,14,Kedar Pandit,1019,1.10%,Independent,Sultanganj,157,1.10
2005-Feb,15,Mahadeo Yadav,875,1.00%,Independent,Sultanganj,157,1.00
2005-Feb,16,Sikandar Murmu,826,0.90%,Independent,Sultanganj,157,0.90
2005-Feb,17,Krit Narayan Paswan,576,0.60%,Independent,Sultanganj,157,0.60
2005-Feb,18,Ashok Rajak,322,0.40%,Independent,Sultanganj,157,0.40
2005-Feb,19,Ashish Kumar,301,0.30%,Independent,Sultanganj,157,0.30
2005-Feb,1,Rajkishore Prasad Alias Pappu Yadav,27356,24.30%,Lok Jan Shakti Party,Nathnagar,158,24.30
2005-Feb,2,Janardan Yadav,26567,23.60%,Rashtriya Janata Dal,Nathnagar,158,23.60
2005-Feb,3,Manoj Yadav,26331,23.40%,Bharatiya Janta Party,Nathnagar,158,23.40
2005-Feb,4,Satya Narayan Yadav,10270,9.10%,Jharkhand Mukti Morcha,Nathnagar,158,9.10
2005-Feb,5,Paltan Prasad Yadav,9462,8.40%,Independent,Nathnagar,158,8.40
2005-Feb,6,Hiralal Mandal,5636,5.00%,Bahujan Samaj Party,Nathnagar,158,5.00
2005-Feb,7,Naresh Das,2841,2.50%,Independent,Nathnagar,158,2.50
2005-Feb,8,Lukas Soren,2111,1.90%,Akhand Jharkhand People's Front,Nathnagar,158,1.90
2005-Feb,9,Umakant Yadav,1304,1.20%,Independent,Nathnagar,158,1.20
2005-Feb,10,Upendra Pramanik,894,0.80%,Independent,Nathnagar,158,0.80
2005-Feb,1,Abhay Singh,27948,26.70%,Lok Jan Shakti Party,Amarpur,159,26.70
2005-Feb,2,Phalguni Prasad Yadav,23329,22.30%,Bharatiya Janta Party,Amarpur,159,22.30
2005-Feb,3,Vijay Singh,20818,19.90%,Rashtriya Janata Dal,Amarpur,159,19.90
2005-Feb,4,Onkar Nath Burnwal,14236,13.60%,Jharkhand Mukti Morcha,Amarpur,159,13.60
2005-Feb,5,Brahmadeo Mandal,6844,6.50%,Bahujan Samaj Party,Amarpur,159,6.50
2005-Feb,6,Rameshwar Yadav,4361,4.20%,Samajwadi Party,Amarpur,159,4.20
2005-Feb,7,Shankar Pd. Swarnkar,2864,2.70%,Independent,Amarpur,159,2.70
2005-Feb,8,Juliana Soren,1617,1.50%,Akhand Jharkhand People's Front,Amarpur,159,1.50
2005-Feb,9,Moniruddin,1397,1.30%,Independent,Amarpur,159,1.30
2005-Feb,10,Rajesh Yadav,1279,1.20%,Independent,Amarpur,159,1.20
2005-Feb,1,Damodar Rawat,26184,28.10%,Janata Dal (United),Dhauraiya (SC),160,28.10
2005-Feb,2,Rashid Ahmad,21254,22.80%,Rashtriya Janata Dal,Dhauraiya (SC),160,22.80
2005-Feb,3,Poonam Devi,19332,20.70%,Indian National Congress,Dhauraiya (SC),160,20.70
2005-Feb,4,Vinod Prasad Yadav,6676,7.20%,Lok Jan Shakti Party,Dhauraiya (SC),160,7.20
2005-Feb,5,Dharamdeo Yadav,5557,6.00%,Independent,Dhauraiya (SC),160,6.00
2005-Feb,6,Naresh Kumar,3032,3.30%,Jharkhand Mukti Morcha,Dhauraiya (SC),160,3.30
2005-Feb,7,Sharvan Singh,2204,2.40%,Independent,Dhauraiya (SC),160,2.40
2005-Feb,8,Pradeep Kumar Singh,2154,2.30%,Akhand Jharkhand People's Front,Dhauraiya (SC),160,2.30
2005-Feb,9,Anil Kumar,1858,2.00%,Independent,Dhauraiya (SC),160,2.00
2005-Feb,10,Raju Yadav,1565,1.70%,Bahujan Samaj Party,Dhauraiya (SC),160,1.70
2005-Feb,11,Brahmdeo Yadav,1182,1.30%,Independent,Dhauraiya (SC),160,1.30
2005-Feb,12,Kapil Deo Mandal,971,1.00%,Independent,Dhauraiya (SC),160,1.00
2005-Feb,13,Sham Prabhu Sharan Singh,678,0.70%,Independent,Dhauraiya (SC),160,0.70
2005-Feb,14,Ashok Kumar,574,0.60%,Independent,Dhauraiya (SC),160,0.60
2005-Feb,1,Shakuni Choudhary,34643,37.30%,Rashtriya Janata Dal,Banka,161,37.30
2005-Feb,2,Rajeev Kumar Singh,28829,31.10%,Janata Dal (United),Banka,161,31.10
2005-Feb,3,Sanjay Kumar,17863,19.30%,Independent,Banka,161,19.30
2005-Feb,4,Md. Rustam,3295,3.60%,Lok Jan Shakti Party,Banka,161,3.60
2005-Feb,5,Anil Kumar Singh,2612,2.80%,Independent,Banka,161,2.80
2005-Feb,6,Shashikant Yadav,1399,1.50%,Independent,Banka,161,1.50
2005-Feb,7,Sanjay Kumar Singh,1156,1.30%,Bahujan Samaj Party,Banka,161,1.30
2005-Feb,8,Bharat Mandal,840,0.90%,Independent,Banka,161,0.90
2005-Feb,9,Mahendra Pd. Choudhary,785,0.90%,Independent,Banka,161,0.90
2005-Feb,10,Badrinath Panjiyara,525,0.60%,Independent,Banka,161,0.60
2005-Feb,11,Rita Devi,451,0.50%,Samajwadi Party,Banka,161,0.50
2005-Feb,12,Priyam Devi,392,0.40%,Apna Dal,Banka,161,0.40
2005-Feb,1,Shanti Devi,58052,55.20%,Rashtriya Janata Dal,Katoria (ST),162,55.20
2005-Feb,2,Ananta Kumar Satyarthi,20991,20.00%,Janata Dal (United),Katoria (ST),162,20.00
2005-Feb,3,Shamsher Jang Bahadur Singh,16190,15.40%,Lok Jan Shakti Party,Katoria (ST),162,15.40
2005-Feb,4,Anita Devi,3633,3.50%,Independent,Katoria (ST),162,3.50
2005-Feb,5,Om Prakash Sahni,2123,2.00%,Bahujan Samaj Party,Katoria (ST),162,2.00
2005-Feb,6,Ashok Yadav,1574,1.50%,Independent,Katoria (ST),162,1.50
2005-Feb,7,Suman Paswan,1553,1.50%,Independent,Katoria (ST),162,1.50
2005-Feb,8,Devendra Raghav,1035,1.00%,Independent,Katoria (ST),162,1.00
2005-Feb,1,Ramanand Prasad Singh,47932,44.60%,Janata Dal (United),Belhar,163,44.60
2005-Feb,2,Rakesh Kumar,46014,42.80%,Rashtriya Janata Dal,Belhar,163,42.80
2005-Feb,3,Susil Kumar,3385,3.20%,Indian National Congress,Belhar,163,3.20
2005-Feb,4,Prem Kumar,2368,2.20%,Bahujan Samaj Party,Belhar,163,2.20
2005-Feb,5,Shiv Kumar Mishra,2071,1.90%,Independent,Belhar,163,1.90
2005-Feb,6,Bullet Kumar Roy,1414,1.30%,Independent,Belhar,163,1.30
2005-Feb,7,Sushil Chandra Singh,1203,1.10%,Rashtriya Samanta Dal,Belhar,163,1.10
2005-Feb,8,Birendra Kumar Choudhary,836,0.80%,Independent,Belhar,163,0.80
2005-Feb,9,Rajendra Yadaw,701,0.70%,Independent,Belhar,163,0.70
2005-Feb,10,Naresh Kr. Yadav,637,0.60%,Samajwadi Party,Belhar,163,0.60
2005-Feb,11,Krishnadas Choudhary,483,0.50%,Independent,Belhar,163,0.50
2005-Feb,12,Abhi Nandan Kumar,407,0.40%,Independent,Belhar,163,0.40
2005-Feb,1,Sunita Sharma,28691,27.60%,Lok Jan Shakti Party,Tarapur,164,27.60
2005-Feb,2,Pannalal Singh 'patel',24024,23.10%,Janata Dal (United),Tarapur,164,23.10
2005-Feb,3,Satyanarayan Singh,20486,19.70%,Communist Party Of India,Tarapur,164,19.70
2005-Feb,4,Bharat Kumar Yadav,19267,18.60%,Kosi Vikas Party,Tarapur,164,18.60
2005-Feb,5,Chalitar Sada,3384,3.30%,Independent,Tarapur,164,3.30
2005-Feb,6,Mahendra Prasad Gupta,2638,2.50%,Rashtriya Lok Seva Morcha,Tarapur,164,2.50
2005-Feb,7,Shyam Sundar Mandal,2302,2.20%,Bahujan Samaj Party,Tarapur,164,2.20
2005-Feb,8,Kumod Jha,1734,1.70%,Samajwadi Janata Party (RASHTRIYA),Tarapur,164,1.70
2005-Feb,9,Subhas Chandra,1340,1.30%,Samajwadi Party,Tarapur,164,1.30
2005-Feb,1,Poonam Devi (YADAV),40317,38.40%,Lok Jan Shakti Party,Munger,165,38.40
2005-Feb,2,Chandramukhi Devi,31296,29.80%,Bharatiya Janta Party,Munger,165,29.80
2005-Feb,3,Yogendra Singh,16473,15.70%,Communist Party Of India (MARXIST),Munger,165,15.70
2005-Feb,4,Dharmendra Kumar,8115,7.70%,Independent,Munger,165,7.70
2005-Feb,5,Barsha Rani,2686,2.60%,Samajwadi Janata Party (RASHTRIYA),Munger,165,2.60
2005-Feb,6,Umesh Thakur,2019,1.90%,Rashtriya Lok Seva Morcha,Munger,165,1.90
2005-Feb,7,Md. Harun Rashid,1270,1.20%,Bahujan Samaj Party,Munger,165,1.20
2005-Feb,8,Ranjit Kumar Sah,1079,1.00%,Shiv Sena,Munger,165,1.00
2005-Feb,9,Ramgulam Sahni,1051,1.00%,Samata Party,Munger,165,1.00
2005-Feb,10,Mithilesh Chandra Mukul,731,0.70%,Samajwadi Party,Munger,165,0.70
2005-Feb,1,Pashupati Kumar Paras,39951,41.80%,Lok Jan Shakti Party,Jamalpur,166,41.80
2005-Feb,2,Mira Devi,30240,31.60%,Rashtriya Janata Dal,Jamalpur,166,31.60
2005-Feb,3,Rambrichk Sada,11143,11.70%,Janata Dal (United),Jamalpur,166,11.70
2005-Feb,4,Anita Devi,3044,3.20%,Rashtriya Lok Seva Morcha,Jamalpur,166,3.20
2005-Feb,5,Sadhna Devi,2694,2.80%,Independent,Jamalpur,166,2.80
2005-Feb,6,Binod Ram,2423,2.50%,Bahujan Samaj Party,Jamalpur,166,2.50
2005-Feb,7,Baleshwar Paswan,2422,2.50%,Samajwadi Janata Party (RASHTRIYA),Jamalpur,166,2.50
2005-Feb,8,Rajesh Kumar Sada,1301,1.40%,Independent,Jamalpur,166,1.40
2005-Feb,9,Budhan Sada,1198,1.30%,Samata Party,Jamalpur,166,1.30
2005-Feb,10,Nandan Sada,1162,1.20%,Samajwadi Party,Jamalpur,166,1.20
2005-Feb,1,Dr. Monazir Hassan,63222,57.70%,Janata Dal (United),Suryagarha,167,57.70
2005-Feb,2,Rinki Devi,23680,21.60%,Independent,Suryagarha,167,21.60
2005-Feb,3,Mausam,10990,10.00%,Rashtriya Janata Dal,Suryagarha,167,10.00
2005-Feb,4,Abhimanyu Kumar,5293,4.80%,Lok Jan Shakti Party,Suryagarha,167,4.80
