ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2015,9,Ranjan Kumar Thakur,1258,0.80%,Bahujan Mukti Party,Sarairanjan,136,0.80
2015,10,Raj Narayan Sahni,788,0.50%,Bahujan Samaj Party,Sarairanjan,136,0.50
2015,11,Mani Devi,652,0.40%,Shiv Sena,Sarairanjan,136,0.40
2015,12,Parmanand Patel,544,0.40%,Garib Janta Dal (Secular),Sarairanjan,136,0.40
2015,1,Ejya Yadav,47137,37.80%,Rashtriya Janata Dal,Mohiuddinnagar,137,37.80
2015,2,Rajesh Kumar Singh,23706,19.00%,Independent,Mohiuddinnagar,137,19.00
2015,3,Satyendra Narayan Singh,18496,14.90%,Bharatiya Janta Party,Mohiuddinnagar,137,14.90
2015,4,Manoj Prasad Sunil,10018,8.00%,Communist Party Of India (MARXIST),Mohiuddinnagar,137,8.00
2015,5,Ajay Kumar Bulganin,8081,6.50%,Jan Adhikar Party (Loktantrik),Mohiuddinnagar,137,6.50
2015,6,Jawahar Lal Ray,3297,2.70%,Independent,Mohiuddinnagar,137,2.70
2015,7,Jayshiv Rana Manish Alias Rana Rajeev Singh,2145,1.70%,Independent,Mohiuddinnagar,137,1.70
2015,8,Ram Vivek Paswan,2104,1.70%,Independent,Mohiuddinnagar,137,1.70
2015,9,Anita Kumari,1231,1.00%,Independent,Mohiuddinnagar,137,1.00
2015,10,Randhir Bhai,1139,0.90%,Independent,Mohiuddinnagar,137,0.90
2015,11,Sunil Kumar Ray,821,0.70%,Independent,Mohiuddinnagar,137,0.70
2015,12,Kamla Devi Alias Kamla Kumari,810,0.70%,Loktantrik Sarvjan Samaj Party,Mohiuddinnagar,137,0.70
2015,13,Sagar Das Pan Tanti,796,0.60%,Bahujan Samaj Party,Mohiuddinnagar,137,0.60
2015,14,Ram Niwas Ray,789,0.60%,National Janta Party (Indian),Mohiuddinnagar,137,0.60
2015,15,Sanjay Kumar Nirala,679,0.50%,Bahujan Mukti Party,Mohiuddinnagar,137,0.50
2015,16,Yashwant Bharati,660,0.50%,Jawan Kisan Morcha,Mohiuddinnagar,137,0.50
2015,17,Bhushan Prasad Ray,565,0.50%,Janta Dal Rashtravadi,Mohiuddinnagar,137,0.50
2015,18,Ram Naresh Roy,322,0.30%,Garib Janta Dal (Secular),Mohiuddinnagar,137,0.30
2015,1,Ram Balak Singh,57882,39.80%,Janata Dal (United),Bhorey,103,39.80
2015,2,Ram Deo Verma,40647,27.90%,Communist Party Of India (MARXIST),Bhorey,103,27.90
2015,3,Ramesh Kumar Roy,32261,22.20%,Lok Jan Shakti Party,Bhorey,103,22.20
2015,4,Sanjeev Kumar,3559,2.40%,Rashtravadi Janata Party,Bhorey,103,2.40
2015,5,Amarjeet Thakur,2447,1.70%,Independent,Bhorey,103,1.70
2015,6,Prithvi Nath Prasad,1857,1.30%,Bharat Deshbhakt Party,Bhorey,103,1.30
2015,7,Amresh Jha Alias Viddu Jha,1304,0.90%,Independent,Bhorey,103,0.90
2015,8,Rahmat Husain,1181,0.80%,Bahujan Samaj Party,Bhorey,103,0.80
2015,1,Dr. Ashok Kumar,85506,52.60%,Indian National Congress,Rosera,139,52.60
2015,2,Manju Hazari,51145,31.50%,Bharatiya Janta Party,Rosera,139,31.50
2015,3,Indal Paswan,9543,5.90%,Communist Party Of India,Rosera,139,5.90
2015,4,Surendra Das,2355,1.50%,Rashtravadi Janata Party,Rosera,139,1.50
2015,5,Arun Ram,2315,1.40%,Independent,Rosera,139,1.40
2015,6,Ram Bahadur Azad,1783,1.10%,Independent,Rosera,139,1.10
2015,7,Baleshwar Paswan,1610,1.00%,Bahujan Samaj Party,Rosera,139,1.00
2015,8,Shatrudhan Kumar Paswan,975,0.60%,Samajwadi Party,Rosera,139,0.60
2015,9,Vijay Laxmy Devi,769,0.50%,National Janta Party (Indian),Rosera,139,0.50
2015,10,Baidyanath Kumar,736,0.50%,Garib Janta Dal (Secular),Rosera,139,0.50
2015,1,Raj Kumar Ray,63094,43.00%,Janata Dal (United),Hasanpur,140,43.00
2015,2,Vinod Choudhary,33494,22.80%,Rashtriya Lok Samta Party,Hasanpur,140,22.80
2015,3,Sunil Kumar Pushpam,19756,13.50%,Jan Adhikar Party (Loktantrik),Hasanpur,140,13.50
2015,4,Gangadhar Jha,5589,3.80%,Communist Party Of India (MARXIST),Hasanpur,140,3.80
2015,5,Jitendra Kumar Yadav,4850,3.30%,Rashtravadi Janata Party,Hasanpur,140,3.30
2015,6,Sudin Yadav,3881,2.60%,Aarakshan Virodhi Party,Hasanpur,140,2.60
2015,7,Bindeshwari Prasad Sahni,2231,1.50%,Sarvajan Kalyan Loktantrik Party,Hasanpur,140,1.50
2015,8,Prayag Chandra Mukhia,2211,1.50%,Communist Party Of India,Hasanpur,140,1.50
2015,9,Manoranjan Rai,1444,1.00%,Independent,Hasanpur,140,1.00
2015,10,Ranjan Kumar,1402,1.00%,Independent,Hasanpur,140,1.00
2015,11,Pravin Kumar,1319,0.90%,Bahujan Samaj Party,Hasanpur,140,0.90
2015,1,Kumari Manju Verma,69795,50.40%,Janata Dal (United),Cheria Bariarpur,141,50.40
2015,2,Anil Kumar Chaudhary,40059,28.90%,Lok Jan Shakti Party,Cheria Bariarpur,141,28.90
2015,3,Md. Abdul Hafiz Khan,8092,5.80%,Communist Party Of India,Cheria Bariarpur,141,5.80
2015,4,Raj Kishor Yadav,3168,2.30%,Rashtravadi Janata Party,Cheria Bariarpur,141,2.30
2015,5,Sarjan Sahani,2682,1.90%,Bahujan Mukti Party,Cheria Bariarpur,141,1.90
2015,6,Laxmi Mahto,2513,1.80%,Sarvajan Kalyan Loktantrik Party,Cheria Bariarpur,141,1.80
2015,7,Pradip Paswan,1890,1.40%,Independent,Cheria Bariarpur,141,1.40
2015,8,Rakesh Kumar Varama,1839,1.30%,Independent,Cheria Bariarpur,141,1.30
2015,9,Arun Paswan,1634,1.20%,Bahujan Samaj Party,Cheria Bariarpur,141,1.20
2015,10,Ram Sewak Mahto,1153,0.80%,Samras Samaj Party,Cheria Bariarpur,141,0.80
2015,1,Ramdeo Rai,73983,45.80%,Indian National Congress,Bachhwara,142,45.80
2015,2,Arvind Kumar Singh,37052,23.00%,Lok Jan Shakti Party,Bachhwara,142,23.00
2015,3,Abdhesh Kumar Roy,28539,17.70%,Communist Party Of India,Bachhwara,142,17.70
2015,4,Subhash Kumar Ishwar,7296,4.50%,Independent,Bachhwara,142,4.50
2015,5,Binay Kumar Singh,4944,3.10%,Independent,Bachhwara,142,3.10
2015,6,Srimati Kundan Singh,1816,1.10%,Jammu & Kashmir National Panthers Party,Bachhwara,142,1.10
2015,7,Shweta Suman Yadav,1460,0.90%,Jan Adhikar Party (Loktantrik),Bachhwara,142,0.90
2015,8,Chandeshwar Paswan,1335,0.80%,Independent,Bachhwara,142,0.80
2015,9,Naresh Paswan,905,0.60%,Bahujan Mukti Party,Bachhwara,142,0.60
2015,10,Ashok Sah,799,0.50%,Independent,Bachhwara,142,0.50
2015,1,Birendra Kumar,68975,43.20%,Rashtriya Janata Dal,Teghra,143,43.20
2015,2,Ram Lakhan Singh,53364,33.40%,Bharatiya Janta Party,Teghra,143,33.40
2015,3,Ram Ratan Singh,25818,16.20%,Communist Party Of India,Teghra,143,16.20
2015,4,Sanjeev Kumar Bharti,4413,2.80%,Independent,Teghra,143,2.80
2015,5,Deepak Kumar Singh,1946,1.20%,Independent,Teghra,143,1.20
2015,6,Shamsher Alam,1384,0.90%,Samajwadi Party,Teghra,143,0.90
2015,7,Anil Kumar,1114,0.70%,Independent,Teghra,143,0.70
2015,1,Narendra Kumar Singh Alias Bogo Singh,89297,49.00%,Janata Dal (United),Matihani,144,49.00
2015,2,Sarvesh Kumar,66609,36.50%,Bharatiya Janta Party,Matihani,144,36.50
2015,3,Shobha Devi,11232,6.20%,Communist Party Of India,Matihani,144,6.20
2015,4,Pravin Kumar,2311,1.30%,Independent,Matihani,144,1.30
2015,5,Ranbir Kumar Salesh,1297,0.70%,Bahujan Mukti Party,Matihani,144,0.70
2015,6,Ram Padarath Yadav,1276,0.70%,Bahujan Samaj Party,Matihani,144,0.70
2015,7,Sushil Kumar,1207,0.70%,Akhil Bhartiya Mithila Party,Matihani,144,0.70
2015,8,Md Shamim Akthar,1180,0.70%,Independent,Matihani,144,0.70
2015,9,Mukesh Kumar,878,0.50%,Independent,Matihani,144,0.50
2015,1,Shreenarayan Yadav,78225,57.10%,Rashtriya Janata Dal,Sahebpur Kamal,145,57.10
2015,2,M.D. Aslam,32751,23.90%,Lok Jan Shakti Party,Sahebpur Kamal,145,23.90
2015,3,Surendra Vivek,12259,9.00%,Independent,Sahebpur Kamal,145,9.00
2015,4,S.M. Noor Alam,2198,1.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Sahebpur Kamal,145,1.60
2015,5,Maulana Kasim,1874,1.40%,Independent,Sahebpur Kamal,145,1.40
2015,6,Sarita Devi,1804,1.30%,Bahujan Samaj Party,Sahebpur Kamal,145,1.30
2015,7,Raj Kumar Prasad,1013,0.70%,Jan Adhikar Party (Loktantrik),Sahebpur Kamal,145,0.70
2015,8,Dr. Ram Uday Sharma,819,0.60%,Shoshit Samaj Dal,Sahebpur Kamal,145,0.60
2015,9,Makkhan Sah,724,0.50%,Bhartiya Jantantrik Janata Dal,Sahebpur Kamal,145,0.50
2015,10,Pravin Kumar,685,0.50%,Bahujan Mukti Party,Sahebpur Kamal,145,0.50
2015,11,Mobassir Ahmad,654,0.50%,Naya Daur Party,Sahebpur Kamal,145,0.50
2015,1,Amita Bhushan,83521,49.20%,Indian National Congress,Bathnaha,24,49.20
2015,2,Surendra Mehta,66990,39.50%,Bharatiya Janta Party,Bathnaha,24,39.50
2015,3,Rajendra Prasad Singh,5593,3.30%,Communist Party Of India (MARXIST),Bathnaha,24,3.30
2015,4,Dileep Kesari,1815,1.10%,Samajwadi Party,Bathnaha,24,1.10
2015,5,Rajesh Kumar,1252,0.70%,Independent,Bathnaha,24,0.70
2015,6,Amarjeet Sah,1250,0.70%,Independent,Bathnaha,24,0.70
2015,7,Amit Kumar,1130,0.70%,Independent,Bathnaha,24,0.70
2015,8,Bipin Kumar Paswan,996,0.60%,Bahujan Samaj Party,Bathnaha,24,0.60
2015,9,Shyam Poddar,872,0.50%,Bahujan Mukti Party,Bathnaha,24,0.50
2015,10,Ajit Kumar,682,0.40%,Independent,Bathnaha,24,0.40
2015,11,Bindeshwari Sharma,517,0.30%,Rastriya Insaaf Party,Bathnaha,24,0.30
2015,12,Pinki Sinha,430,0.30%,Jammu & Kashmir National Panthers Party,Bathnaha,24,0.30
2015,1,Upendra Paswan,72632,49.30%,Rashtriya Janata Dal,Bakhri,147,49.30
2015,2,Ramanand Ram,32376,22.00%,Bharatiya Janta Party,Bakhri,147,22.00
2015,3,Suryakant Paswan,29185,19.80%,Communist Party Of India,Bakhri,147,19.80
2015,4,Suresh Sada,1710,1.20%,Bhartiya Janhit Dal,Bakhri,147,1.20
2015,5,Vinod Kumar Das,1694,1.20%,Bahujan Samaj Party,Bakhri,147,1.20
2015,6,Daso Paswan,1619,1.10%,Jan Adhikar Party (Loktantrik),Bakhri,147,1.10
2015,7,Vaijanath Paswan,1562,1.10%,Independent,Bakhri,147,1.10
2015,8,Surendra Paswan,1451,1.00%,Independent,Bakhri,147,1.00
2015,9,Upendra Kumar Paswan,1310,0.90%,Bahujan Mukti Party,Bakhri,147,0.90
2015,1,Chandan Kumar,70519,51.60%,Rashtriya Janata Dal,Alauli,148,51.60
2015,2,Pashupati Kumar Paras,46049,33.70%,Lok Jan Shakti Party,Alauli,148,33.70
2015,3,Manoj Sada,7087,5.20%,Communist Party Of India,Alauli,148,5.20
2015,4,Ram Prasad Sada,4335,3.20%,Independent,Alauli,148,3.20
2015,5,Phuleshwar Sada,1813,1.30%,Independent,Alauli,148,1.30
2015,6,Pramita Devi,850,0.60%,Independent,Alauli,148,0.60
2015,7,Uday Prakash Sada,802,0.60%,Bahujan Mukti Party,Alauli,148,0.60
2015,8,Jay Jay Ram,772,0.60%,Independent,Alauli,148,0.60
2015,9,Buddhan Sada,685,0.50%,Naya Daur Party,Alauli,148,0.50
2015,1,Poonam Devi Yadav,64767,46.40%,Janata Dal (United),Khagaria,149,46.40
2015,2,Rajesh Kumar Urf Rohit Kumar,39202,28.10%,Hindustani Awam Morcha (Secular),Khagaria,149,28.10
2015,3,Manohar Kumar Yadav,12791,9.20%,Jan Adhikar Party (Loktantrik),Khagaria,149,9.20
2015,4,Mukesh Kumar,3701,2.70%,Independent,Khagaria,149,2.70
2015,5,Sanjay Kumar,3508,2.50%,Communist Party Of India (MARXIST),Khagaria,149,2.50
2015,6,Gopal Krishna Kumar Chandan,3115,2.20%,Independent,Khagaria,149,2.20
2015,7,Manoj Kumar,2155,1.50%,Bahujan Mukti Party,Khagaria,149,1.50
2015,8,Birendra Kumar,1348,1.00%,Independent,Khagaria,149,1.00
2015,9,Babita Devi,1124,0.80%,Independent,Khagaria,149,0.80
2015,10,Birendra Yadav,917,0.70%,Independent,Khagaria,149,0.70
2015,11,Shiv Narayan Singh,787,0.60%,Independent,Khagaria,149,0.60
2015,12,Ganesh Thakur,753,0.50%,Garib Janta Dal (Secular),Khagaria,149,0.50
2015,13,Umesh Thakur,646,0.50%,Naya Daur Party,Khagaria,149,0.50
2015,1,Panna Lal Singh Patel,63216,37.80%,Janata Dal (United),Belaganj,232,37.80
2015,2,Mithilesh Kumar Nishad,49691,29.70%,Lok Jan Shakti Party,Belaganj,232,29.70
2015,3,Vijay Kumar Pandav,15604,9.30%,Independent,Belaganj,232,9.30
2015,4,Prabhakar Prasad Singh,9963,6.00%,Communist Party Of India,Belaganj,232,6.00
2015,5,Maheshwar Shrma,6723,4.00%,Independent,Belaganj,232,4.00
2015,6,Nagendra Singh Tyagi,4140,2.50%,Jan Adhikar Party (Loktantrik),Belaganj,232,2.50
2015,7,Naveen Kumar Sah,3095,1.90%,Bahujan Samaj Party,Belaganj,232,1.90
2015,8,Sanjay Kumar,3064,1.80%,Independent,Belaganj,232,1.80
2015,9,Akhilesh Kumar Vidyarthi,2867,1.70%,Independent,Belaganj,232,1.70
2015,10,Binod Yadav,2305,1.40%,Rashtravadi Janata Party,Belaganj,232,1.40
2015,11,Bindu Devi,1164,0.70%,Bahujan Mukti Party,Belaganj,232,0.70
2015,1,Ramanad Prasad Singh,76248,45.10%,Janata Dal (United),Parbatta,151,45.10
2015,2,Ramanuj Choudhary,47324,28.00%,Bharatiya Janta Party,Parbatta,151,28.00
2015,3,Suheli Mehta,23137,13.70%,Jan Adhikar Party (Loktantrik),Parbatta,151,13.70
2015,4,Hareram Choudhari,3439,2.00%,Communist Party Of India (MARXIST),Parbatta,151,2.00
2015,5,Satish Prasad Singh,2572,1.50%,Independent,Parbatta,151,1.50
2015,6,Ranjeet Kumar Roushan,2002,1.20%,Rashtriya Ahinsa Manch,Parbatta,151,1.20
2015,7,Rakesh Kumar,1592,0.90%,Aap Aur Hum Party,Parbatta,151,0.90
2015,8,Shobha Devi,1444,0.90%,Sarvajan Kalyan Loktantrik Party,Parbatta,151,0.90
2015,9,Santosh Kumar,1338,0.80%,Independent,Parbatta,151,0.80
2015,10,Naveen Kumar,980,0.60%,Independent,Parbatta,151,0.60
2015,11,Mukesh Kumar,703,0.40%,Rastriya Sadabahar Party,Parbatta,151,0.40
2015,12,Shiv Kumar Mishra,692,0.40%,Independent,Parbatta,151,0.40
2015,13,Shailendra Kumar,669,0.40%,Naya Daur Party,Parbatta,151,0.40
2015,14,Mohammd Irfan,653,0.40%,Gareeb Aadmi Party,Parbatta,151,0.40
2015,15,Sambhu Sharan Mishra,481,0.30%,Independent,Parbatta,151,0.30
2015,1,Varsha Rani,68963,48.40%,Rashtriya Janata Dal,Biharsharif,172,48.40
2015,2,Kumar Shailendra,56247,39.50%,Bharatiya Janta Party,Biharsharif,172,39.50
2015,3,Lal Bahadur Singh,4141,2.90%,Independent,Biharsharif,172,2.90
2015,4,Haidar Ali,2983,2.10%,Independent,Biharsharif,172,2.10
2015,5,Ajmery Khatun,1874,1.30%,Jan Adhikar Party (Loktantrik),Biharsharif,172,1.30
2015,6,Bindeshwari Mandal,846,0.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Biharsharif,172,0.60
2015,7,Suman Kumar,784,0.60%,Independent,Biharsharif,172,0.60
2015,8,Gautam Kumar Pritam,627,0.40%,Socialist Party (India),Biharsharif,172,0.40
2015,9,Baby Kumari,579,0.40%,Independent,Biharsharif,172,0.40
2015,10,Radhunath Das,547,0.40%,Vanchitsamaj Insaaf Party,Biharsharif,172,0.40
2015,11,Rajesh Kumar Jha,531,0.40%,Independent,Biharsharif,172,0.40
2015,12,Nikhil Kumar,395,0.30%,Aarakshan Virodhi Party,Biharsharif,172,0.30
2015,13,Chhanguri Sharma,238,0.20%,Independent,Biharsharif,172,0.20
2015,14,Jiwan Mahto,208,0.20%,Independent,Biharsharif,172,0.20
2015,1,Narendra Kumar Niraj,57403,41.40%,Janata Dal (United),Gopalpur,153,41.40
2015,2,Anil Kumar Yadav,52234,37.60%,Bharatiya Janta Party,Gopalpur,153,37.60
2015,3,Sures Bhagat,6410,4.60%,Independent,Gopalpur,153,4.60
2015,4,Brahmdeo Yadav,4462,3.20%,Communist Party Of India,Gopalpur,153,3.20
2015,5,Amit Rana,3186,2.30%,Independent,Gopalpur,153,2.30
2015,6,Amarenda Singh Nishad,2807,2.00%,Nationalist Congress Party,Gopalpur,153,2.00
2015,7,Sunil Kumar,2239,1.60%,Independent,Gopalpur,153,1.60
2015,8,Md. Mohiuddin,1867,1.40%,Independent,Gopalpur,153,1.40
2015,9,Pankaj Kumar,1032,0.70%,Independent,Gopalpur,153,0.70
2015,10,Rambilash Paswan,616,0.40%,Bahujan Samaj Party,Gopalpur,153,0.40
2015,11,Neeraj Kumar Yadav,555,0.40%,Independent,Gopalpur,153,0.40
2015,12,Tej Bahadur Singh,506,0.40%,Independent,Gopalpur,153,0.40
2015,13,Md. Aishaan,448,0.30%,The National Road Map Party Of India,Gopalpur,153,0.30
2015,1,Ram Vilash Paswan,80058,45.20%,Rashtriya Janata Dal,Pirpainti,154,45.20
2015,2,Lalan Kumar,74914,42.30%,Bharatiya Janta Party,Pirpainti,154,42.30
2015,3,Hiralal Paswan,4622,2.60%,Communist Party Of India,Pirpainti,154,2.60
2015,4,Parveen Nag,3103,1.80%,Bahujan Samaj Party,Pirpainti,154,1.80
2015,5,Sudhir Kumar,2878,1.60%,Independent,Pirpainti,154,1.60
2015,6,Shivnarayan Paswan Urf Shivlal Paswan,2210,1.30%,Independent,Pirpainti,154,1.30
2015,7,Upendra Paswan,1345,0.80%,Independent,Pirpainti,154,0.80
2015,8,Sunil Paswan,1065,0.60%,Jan Adhikar Party (Loktantrik),Pirpainti,154,0.60
2015,9,Suresh Paswan,1012,0.60%,National Tiger Party,Pirpainti,154,0.60
2015,10,Naresh Das,908,0.50%,Sarvajan Kalyan Loktantrik Party,Pirpainti,154,0.50
2015,11,Udhali Paswan,879,0.50%,Independent,Pirpainti,154,0.50
2015,1,Sadanand Singh,64981,36.70%,Indian National Congress,Kahalgaon,155,36.70
2015,2,Niraj Kumar Mandal,43752,24.70%,Lok Jan Shakti Party,Kahalgaon,155,24.70
2015,3,Pawan Kumar Yadav,26510,15.00%,Independent,Kahalgaon,155,15.00
2015,4,Najani Naj,9093,5.10%,Independent,Kahalgaon,155,5.10
2015,5,Sanjit Suman,7339,4.10%,Communist Party Of India,Kahalgaon,155,4.10
2015,6,Deepak Kumar,3409,1.90%,Independent,Kahalgaon,155,1.90
2015,7,Sanjiv Kumar,3282,1.90%,Communist Party Of India (MARXIST),Kahalgaon,155,1.90
2015,8,Pradeep Kumar,3266,1.80%,Sarvajan Kalyan Loktantrik Party,Kahalgaon,155,1.80
2015,9,Suman Kumar Singh,2757,1.60%,Independent,Kahalgaon,155,1.60
2015,10,Binod Pandey,2748,1.60%,Independent,Kahalgaon,155,1.60
2015,11,Vindishwri Sharma,1853,1.10%,National Tiger Party,Kahalgaon,155,1.10
2015,12,Manoj Kumar Yadav,1726,1.00%,Bahujan Samaj Party,Kahalgaon,155,1.00
2015,13,Shobha Kant Mandal,1067,0.60%,Samajwadi Party,Kahalgaon,155,0.60
2015,1,Ajeet Sharma,70514,46.20%,Indian National Congress,Bhabua,205,46.20
2015,2,Arjit Shashwat Choubey,59856,39.30%,Bharatiya Janta Party,Bhabua,205,39.30
2015,3,Bijay Pd. Sah,15212,10.00%,Independent,Bhabua,205,10.00
2015,4,Md Shahab Alam,954,0.60%,Bahujan Samaj Party,Bhabua,205,0.60
2015,5,Ravishankar Singh,810,0.50%,Proutist Bloc India,Bhabua,205,0.50
2015,6,Syed Bashar Ali,612,0.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Bhabua,205,0.40
2015,7,Om Bhasker,579,0.40%,Independent,Bhabua,205,0.40
2015,8,Aruna Devi,492,0.30%,National Tiger Party,Bhabua,205,0.30
2015,9,Munshi Das,479,0.30%,Independent,Bhabua,205,0.30
2015,10,Dayaram Mandal,268,0.20%,Bahujan Mukti Party,Bhabua,205,0.20
2015,11,Gopal Bharti,235,0.20%,Samajwadi Party,Bhabua,205,0.20
2015,1,Subodh Roy,63345,40.90%,Janata Dal (United),Sultanganj,157,40.90
2015,2,Himanshu Prasad,49312,31.90%,Rashtriya Lok Samta Party,Sultanganj,157,31.90
2015,3,Lalan Kumar,14073,9.10%,Independent,Sultanganj,157,9.10
2015,4,Rakesh Kumar Sah,4041,2.60%,Independent,Sultanganj,157,2.60
2015,5,Chakrapani Himanshu,3186,2.10%,Jan Adhikar Party (Loktantrik),Sultanganj,157,2.10
2015,6,Dr. Dinesh Chandra Diwakar,2732,1.80%,Communist Party Of India,Sultanganj,157,1.80
2015,7,Gobind Bhaiya,2140,1.40%,Bahujan Samaj Party,Sultanganj,157,1.40
2015,8,Amar Jeet Kumar Singh,1914,1.20%,Samajwadi Party,Sultanganj,157,1.20
2015,9,Kiran Mishra,1884,1.20%,Independent,Sultanganj,157,1.20
2015,10,Arun Kumar Singh,1843,1.20%,Independent,Sultanganj,157,1.20
2015,11,Suman Kumar,1203,0.80%,Sarvajan Kalyan Loktantrik Party,Sultanganj,157,0.80
2015,12,Rumee Khan,888,0.60%,Bahujan Mukti Party,Sultanganj,157,0.60
2015,1,Ajay Kumar Mandal,66485,39.20%,Janata Dal (United),Nathnagar,158,39.20
2015,2,Amar Nath Prasad Alies Amar Singh Kushwaha,58660,34.60%,Lok Jan Shakti Party,Nathnagar,158,34.60
2015,3,Abu Qaiser,8725,5.10%,Jan Adhikar Party (Loktantrik),Nathnagar,158,5.10
2015,4,Om Prakash Yadav,7420,4.40%,Independent,Nathnagar,158,4.40
2015,5,Manohar Kumar Mandal,5682,3.40%,Communist Party Of India (MARXIST),Nathnagar,158,3.40
2015,6,Sanjay Kumar Alies Pappu Yadav,4460,2.60%,Independent,Nathnagar,158,2.60
2015,7,Diwakar Chandra Dubey,2534,1.50%,Samajwadi Party,Nathnagar,158,1.50
2015,8,Birendra Prasad Singh,2342,1.40%,Bhartiya Jan Hitkari Party,Nathnagar,158,1.40
2015,9,Sandip Kumar Sharma,1873,1.10%,Garib Janta Dal (Secular),Nathnagar,158,1.10
2015,10,Mohammad Rijbi,1357,0.80%,Bahujan Samaj Party,Nathnagar,158,0.80
2015,11,Upender Mandal,1110,0.70%,National Tiger Party,Nathnagar,158,0.70
2015,12,Deepak Kumar,983,0.60%,Socialist Unity Centre Of India (COMMUNIST),Nathnagar,158,0.60
2015,13,Upendra Prasad Das,959,0.60%,Sarvajan Kalyan Loktantrik Party,Nathnagar,158,0.60
2015,1,Janardan Manjhi,73707,47.90%,Janata Dal (United),Amarpur,159,47.90
2015,2,Mrinal Shekhar,61934,40.20%,Bharatiya Janta Party,Amarpur,159,40.20
2015,3,Surendra Prasad Singh,2864,1.90%,Independent,Amarpur,159,1.90
2015,4,Suryadeo Singh,2134,1.40%,Independent,Amarpur,159,1.40
2015,5,Ajay Harijan,1314,0.90%,Bhartiya Dalit Party,Amarpur,159,0.90
2015,6,Amit Kumar Shekhar,1082,0.70%,Communist Party Of India (Marxist-Leninist) (Liberation),Amarpur,159,0.70
2015,7,Shashi Shekhar,788,0.50%,Independent,Amarpur,159,0.50
2015,8,Anil Kumar Singh,739,0.50%,Loktantrik Samata Dal,Amarpur,159,0.50
2015,9,Manoj Kumar Azad,619,0.40%,Independent,Amarpur,159,0.40
2015,10,Sadhana Kumari,546,0.40%,Independent,Amarpur,159,0.40
2015,11,Ranjeet Sharma,481,0.30%,Independent,Amarpur,159,0.30
2015,12,Pravin Kumar,314,0.20%,Independent,Amarpur,159,0.20
2015,13,Kumari Shyama Pandey,308,0.20%,Garib Janta Dal (Secular),Amarpur,159,0.20
2015,14,Mithilesh Kumar Singh,277,0.20%,Samras Samaj Party,Amarpur,159,0.20
2015,1,Manish Kumar,68858,44.40%,Janata Dal (United),Dhuraiya,160,44.40
2015,2,Bhudeo Choudhary,44704,28.80%,Rashtriya Lok Samta Party,Dhuraiya,160,28.80
2015,3,Munilal Paswan,24501,15.80%,Communist Party Of India,Dhuraiya,160,15.80
2015,4,Vijay Paswan,3345,2.20%,Sarvajan Kalyan Loktantrik Party,Dhuraiya,160,2.20
2015,5,Pushpalata Kumari,2642,1.70%,Bahujan Samaj Party,Dhuraiya,160,1.70
2015,6,Neelu Devi,2319,1.50%,Bhartiya Dalit Party,Dhuraiya,160,1.50
2015,7,Anil Rajak,1489,1.00%,Garib Janta Dal (Secular),Dhuraiya,160,1.00
2015,8,Ganesh Paswan,1345,0.90%,Samajwadi Party,Dhuraiya,160,0.90
2015,1,Ram Narayan Mandal,52379,38.40%,Bharatiya Janta Party,Banka,161,38.40
2015,2,Zafrul Hoda,48649,35.60%,Rashtriya Janata Dal,Banka,161,35.60
2015,3,Ajit Kumar Singh,16548,12.10%,Bahujan Samaj Party,Banka,161,12.10
2015,4,Manoj Singh,5191,3.80%,Independent,Banka,161,3.80
2015,5,Digambar Mandal,4071,3.00%,Independent,Banka,161,3.00
2015,6,Makhan Yadav,2018,1.50%,Independent,Banka,161,1.50
2015,7,Rajendra Ray,1579,1.20%,Independent,Banka,161,1.20
2015,8,Umakant Yadav,1240,0.90%,Bhartiya Dalit Party,Banka,161,0.90
2015,9,Renu Kumari,679,0.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Banka,161,0.50
2015,10,Abdul Kadir,594,0.40%,Independent,Banka,161,0.40
2015,11,Rakesh Ranjan,577,0.40%,Garib Janta Dal (Secular),Banka,161,0.40
2015,1,Sweety Sima Hembram,54760,41.40%,Rashtriya Janata Dal,Katoria,162,41.40
2015,2,Nikki Hembram,44423,33.60%,Bharatiya Janta Party,Katoria,162,33.60
2015,3,Anjala Hansda,17481,13.20%,Jharkhand Mukti Morcha,Katoria,162,13.20
2015,4,Maikal Hasada,2478,1.90%,Independent,Katoria,162,1.90
2015,5,Umesh Hembram,2064,1.60%,Independent,Katoria,162,1.60
2015,6,Pushpalata Murmu,1926,1.50%,Nationalist Congress Party,Katoria,162,1.50
2015,7,Rekha Kumari Soren,1673,1.30%,Independent,Katoria,162,1.30
2015,8,Rajaram Soren,1364,1.00%,Bharat Vikas Morcha,Katoria,162,1.00
2015,9,Anil Kumar Marandi,1324,1.00%,Garib Janta Dal (Secular),Katoria,162,1.00
2015,1,Giridhari Yadav,70348,44.60%,Janata Dal (United),Beldaur,150,44.60
2015,2,Manoj Yadav,54157,34.30%,Bharatiya Janta Party,Beldaur,150,34.30
2015,3,Raj Kishor Prasad Urf Pappu Yadav,10408,6.60%,Jharkhand Mukti Morcha,Beldaur,150,6.60
